,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
58607,DD201708167493744617708177441,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/11/20 20:00,B,已出货未退款,已提现
58611,DD201706200230116868C3B99E87A,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/20 20:07,B,已出货未退款,已提现
58612,DD20170714184942139BAD1D0318E,E43A6E078A04134,6.0,6.0,雀巢咖啡,2017/11/20 20:09,B,已出货未退款,已提现
58618,DD2017081674930708576836260873,E43A6E078A04134,1.0,1.0,20g咪咪虾条马来西亚风味,2017/11/20 20:11,B,已出货未退款,已提现
58619,DD201708167493393992758069091,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/11/20 20:11,B,已出货未退款,已提现
58627,DD2017071808554045819ABC270E6,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/20 20:12,B,已出货未退款,已提现
58637,DD20170719155539832BBCCEA7BBD,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 20:21,B,已出货未退款,已提现
58638,DD2017071720121684F4ADDA58C1D,E43A6E078A04134,3.0,3.0,维他柠檬茶,2017/11/20 20:24,B,已出货未退款,已提现
58639,DD2017072119111950330D5BAA8C8,E43A6E078A04134,1.5,1.5,鸭翅,2017/11/20 20:26,B,已出货未退款,已提现
58648,DD201708167493486714673203538,E43A6E078A04134,9.0,9.0,80g四洲粟一烧烧烤味,2017/11/20 20:44,B,已出货未退款,已提现
58655,DD201708167493806884538803649,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/11/20 20:55,B,已出货未退款,已提现
58660,DD201706170214474720182CA7424,E43A6E078A04134,2.5,2.5,维他柠檬茶,2017/11/20 21:03,B,已出货未退款,已提现
58661,DD201707241707446797B52646E88,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/20 21:08,B,已出货未退款,已提现
58663,DD20170623020353555C63C10F02E,E43A6E078A04134,3.0,3.0,统一绿茶,2017/11/20 21:10,B,已出货未退款,已提现
58673,DD2017072220563238044A84FF95A,E43A6E078A04134,2.5,2.5,可口可乐最新款,2017/11/20 21:14,B,已出货未退款,已提现
58679,DD20170720202254622CB2A3312F8,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 21:27,B,已出货未退款,已提现
58695,DD201708167493477099269460795,E43A6E078A04134,11.0,11.0,益力多100g*5瓶,2017/11/20 21:58,B,已出货未退款,已提现
58701,DD201707101429123678F3419C378,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 22:17,B,已出货未退款,已提现
58718,DD2017072020212743264076F0621,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/11/21 11:19,B,已出货未退款,已提现
58725,DD2017071108315619262B009A5B2,E43A6E078A04134,2.5,2.5,维他奶,2017/11/21 15:22,B,已出货未退款,已提现
58727,DD201707101428319309D9823E889,E43A6E078A04134,4.0,4.0,营养快线,2017/11/21 15:39,B,已出货未退款,已提现
58728,DD2017071014282578B1F2F6315BB,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/21 15:40,B,已出货未退款,已提现
58730,DD201707202018054290677DDBFDF,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/21 16:06,B,已出货未退款,已提现
58731,DD20170816749372500233593537,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/11/21 16:10,B,已出货未退款,已提现
58741,DD20170717201001493A815CA233A,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/11/21 17:29,B,已出货未退款,已提现
58745,DD20170724163752404D5666140F2,E43A6E078A04134,1.5,1.5,鸭翅,2017/11/21 18:10,B,已出货未退款,已提现
58747,DD2017072020175157A26F2B1BE45,E43A6E078A04134,25.0,25.0,芙蓉王,2017/11/21 18:12,B,已出货未退款,已提现
58751,DD2017071108292489CEE5E5E43D3,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/11/21 18:32,B,已出货未退款,已提现
58760,DD2017072020150736CC22C8E43D7,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/11/21 19:21,B,已出货未退款,已提现
58762,DD2017072020144922C284CC0A1FA,E43A6E078A04134,3.0,3.0,百事可乐500ml,2017/11/21 19:49,B,已出货未退款,已提现
58765,DD2017071415460177FB7A4ED9A03,E43A6E078A04134,4.0,4.0,营养快线,2017/11/21 19:57,B,已出货未退款,已提现
58770,DD2017071720125882E96E42A2C8F,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/21 20:11,B,已出货未退款,已提现
58772,DD2017071307202666A903DBEB46D,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/21 20:44,B,已出货未退款,已提现
58774,DD201707141545448228BA9C0263D,E43A6E078A04134,4.0,4.0,营养快线,2017/11/21 20:56,B,已出货未退款,已提现
58779,DD2017072020004844E89FA8058C9,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/21 21:12,B,已出货未退款,已提现
58783,DD2017081674930141747480484023,E43A6E078A04134,6.0,6.0,107g出前一丁桶面酱香牛肉王,2017/11/21 21:30,B,已出货未退款,已提现
58784,DD20170720112451664DF546C83ED,E43A6E078A04134,3.0,3.0,统一绿茶,2017/11/21 21:31,B,已出货未退款,已提现
58805,DD201707141540164000951CB69FC,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/23 13:41,B,已出货未退款,已提现
58808,DD20170724161441366EB92C0AA88,E43A6E078A04134,2.5,2.5,可口可乐330ml,2017/11/23 14:34,B,已出货未退款,已提现
58815,DD2017072416071661F257AC4F7AB,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/23 19:29,B,已出货未退款,已提现
58816,DD2017081674930166473214801318,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/11/23 20:30,B,已出货未退款,已提现
58819,DD2017071014190418DD6CB392567,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/11/24 1:33,B,已出货未退款,已提现
58826,DD2017071708573149140385EBA55,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/24 14:58,B,已出货未退款,已提现
58829,DD2017071516413854B6C7211CF27,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/24 16:06,B,已出货未退款,已提现
58832,DD2017081674930219209784841303,E43A6E078A04134,6.0,6.0,小茗同学（青柠红茶）,2017/11/24 16:36,B,已出货未退款,已提现
58842,DD2017072414575932BFE6AC09DEA,E43A6E078A04134,3.0,3.0,可口可乐330ml,2017/11/24 18:49,B,已出货未退款,已提现
58849,DD20170714153956745ED454B3538,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/24 20:08,B,已出货未退款,已提现
58856,DD20170717081050432E16E846B9B,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/24 20:42,B,已出货未退款,已提现
58864,DD2017081674930213695354230174,E43A6E078A04134,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/11/25 0:43,B,已出货未退款,已提现
58868,DD2017061708400712D46611B2B7E,E43A6E078A04134,3.0,3.0,果粒橙,2017/11/25 14:39,B,已出货未退款,已提现
58881,DD20170720194844637FDA90FA2F1,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/25 18:15,B,已出货未退款,已提现
58888,DD2017071013352146BF728199CE2,E43A6E078A04134,6.0,6.0,雀巢咖啡,2017/11/25 19:58,B,已出货未退款,已提现
58891,DD201707200806373182F8905D19C,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/25 20:15,B,已出货未退款,已提现
58893,DD201707082136205333BFCF74218,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/25 20:35,B,已出货未退款,已提现
58898,DD2017072008004662B8DA58C46C7,E43A6E078A04134,3.0,3.0,冰糖雪梨,2017/11/26 0:41,B,已出货未退款,已提现
58905,DD2017071415392820E10E8D838BD,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/26 17:17,B,已出货未退款,已提现
58907,DD201707070008016041F2BB5D215,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/26 18:49,B,已出货未退款,已提现
58909,DD20170720075807982E07F351D7B,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/26 19:42,B,已出货未退款,已提现
58912,DD201708167493378916697249007,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/11/26 20:17,B,已出货未退款,已提现
58918,DD201707241232051820F936C4883,E43A6E078A04134,2.5,2.5,雪碧330ml,2017/11/26 20:41,B,已出货未退款,已提现
58923,DD2017071420032613280B10F246F,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/26 21:32,B,已出货未退款,已提现
58924,DD2017071305233175CEC13CCCFF1,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/26 21:41,B,已出货未退款,已提现
58926,DD2017071305213775C7EB026AB86,E43A6E078A04134,3.0,3.0,熊字饼,2017/11/26 22:09,B,已出货未退款,已提现
58927,DD20170721234331927BDB73A3DFC,E43A6E078A04134,6.0,6.0,红牛,2017/11/26 23:00,B,已出货未退款,已提现
58932,DD20170707000724855590DB0E833,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/27 14:00,B,已出货未退款,已提现
58940,DD2017071311440398ACFABDB5895,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/27 16:59,B,已出货未退款,已提现
58948,DD2017072119264278A2B9C7FD747,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/27 20:20,B,已出货未退款,已提现
58951,DD2017071415385553A084D650A4B,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/27 20:38,B,已出货未退款,已提现
58955,DD20170717195500107CA631A7074,E43A6E078A04134,3.0,3.0,百事可乐500ml,2017/11/27 21:09,B,已出货未退款,已提现
58959,DD2017072123345911DEE6966429E,E43A6E078A04134,3.0,3.0,统一绿茶,2017/11/27 21:49,B,已出货未退款,已提现
58960,DD20170708210941949750E96D5D8,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/27 21:57,B,已出货未退款,已提现
58961,DD2017072412112347AA864828C25,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/11/27 22:14,B,已出货未退款,已提现
58962,DD20170816749300927685304301884,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/11/27 22:21,B,已出货未退款,已提现
58967,DD20170711082751529DF4C4CB502,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/11/28 6:13,B,已出货未退款,已提现
58968,DD20170720184219320BADC3E62AC,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/28 6:14,B,已出货未退款,已提现
58977,DD2017072013525020EAC10B691BF,E43A6E078A04134,2.5,2.5,伊利纯牛奶,2017/11/28 14:52,B,已出货未退款,已提现
58990,DD2017071421054398F469248CCF4,E43A6E078A04134,3.0,3.0,熊字饼,2017/11/28 16:27,B,已出货未退款,已提现
58994,DD20170721173534138ABD61507C8,E43A6E078A04134,6.0,6.0,红牛,2017/11/28 17:41,B,已出货未退款,已提现
59008,DD201707141538523481D3CE477A4,E43A6E078A04134,3.0,3.0,熊字饼,2017/11/28 19:32,B,已出货未退款,已提现
59009,DD20170713114045279717921A415,E43A6E078A04134,4.0,4.0,营养快线,2017/11/28 19:47,B,已出货未退款,已提现
59015,DD2017072404031846FEC6C6DAE7D,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/11/28 20:08,B,已出货未退款,已提现
59026,DD2017070623330462005AB745BE4,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/28 21:04,B,已出货未退款,已提现
59029,DD20170611072006708D0D5574E97,E43A6E078A04134,3.0,3.0,维他奶,2017/11/28 21:14,B,已出货未退款,已提现
59040,DD201707101234367805DAD5FA911,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/28 23:30,B,已出货未退款,已提现
59046,DD20170715170154316695276F78E,E43A6E078A04134,4.0,4.0,脉动,2017/11/29 11:08,B,已出货未退款,已提现
59048,DD20170714153834125E43757673C,E43A6E078A04134,1.0,1.0,小鱼仔,2017/11/29 14:23,B,已出货未退款,已提现
59052,DD2017071012303696F1601A09D41,E43A6E078A04134,2.0,2.0,鸭翅,2017/11/29 15:14,B,已出货未退款,已提现
59053,DD2017071617532980759927226B4,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/11/29 15:17,B,已出货未退款,已提现
59070,DD20170716174921258A70C567A35,E43A6E078A04134,2.5,2.5,雪碧330ml,2017/11/29 17:18,B,已出货未退款,已提现
59071,DD20170711113647421F0B7147AA3,E43A6E078A04134,3.0,3.0,百事可乐500ml,2017/11/29 17:37,B,已出货未退款,已提现
59076,DD2017071415374410ED1552547D8,E43A6E078A04134,3.0,3.0,统一绿茶,2017/11/29 18:23,B,已出货未退款,已提现
59080,DD20170720153931742A66ACC3563,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/29 18:31,B,已出货未退款,已提现
59082,DD20170710121027136EE5C141B25,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/29 18:36,B,已出货未退款,已提现
59087,DD2017072122023891352223999A5,E43A6E078A04134,6.0,6.0,红牛,2017/11/29 18:50,B,已出货未退款,已提现
59088,DD20170706232159577878748F16C,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/11/29 18:53,B,已出货未退款,已提现
59092,DD20170720151804262FD2FAF0938,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/11/29 19:23,B,已出货未退款,已提现
59094,DD2017061703492913A4BB1A8434A,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/29 19:30,B,已出货未退款,已提现
59107,DD20170816749372438861169715,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/11/29 20:26,B,已出货未退款,已提现
59115,DD2017071419574599B539CE83A10,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/29 21:09,B,已出货未退款,已提现
59125,DD2017072420102210E5B2F0A8C15,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/30 1:05,B,已出货未退款,已提现
59129,DD201707111229403196B1FC0E084,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/30 15:21,B,已出货未退款,已提现
59131,DD20170718141731585FA650E98F2,E43A6E078A04134,3.0,3.0,熊字饼,2017/11/30 15:28,B,已出货未退款,已提现
59133,DD20170720161255876F1B74A8B96,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/30 15:50,B,已出货未退款,已提现
59134,DD201707201612381123CAB46D2FA,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/30 15:55,B,已出货未退款,已提现
59139,DD20170715213136597AFE87EF095,E43A6E078A04134,3.0,3.0,统一绿茶,2017/11/30 16:58,B,已出货未退款,已提现
59143,DD20170723193348479D8EC72A5AC,E43A6E078A04134,4.0,4.0,脉动,2017/11/30 17:39,B,已出货未退款,已提现
59145,DD201708167493431133215084149,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/11/30 18:46,B,已出货未退款,已提现
59156,DD20170710121119752CC6BE38545,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/30 20:25,B,已出货未退款,已提现
59157,DD20170711020236759184F98FC3C,E43A6E078A04134,2.5,2.5,芬达330ml,2017/11/30 20:26,B,已出货未退款,已提现
59160,DD201708167493534044570169183,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/11/30 20:32,B,已出货未退款,已提现
59172,DD201708121034085415E54E8269A,E43A6E078A04134,5.0,5.0,阿萨姆奶茶,2017/12/1 0:04,B,已出货未退款,已提现
59175,DD20170812103442100221C21A86F,E43A6E078A04134,2.0,2.0,鸭翅,2017/12/1 0:05,B,已出货未退款,已提现
59180,DD2017070522043314A4B001E5ECE,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/12/1 0:09,B,已出货未退款,已提现
59182,DD201708167493698066328174673,E43A6E078A04134,16.5,16.5,480ml小茗同学冷泡青柠红茶,2017/12/1 0:10,B,已出货未退款,已提现
59184,DD20170418173205873A6D50AD1AB,E43A6E078A04134,3.0,3.0,茉莉蜜茶,2017/12/1 0:13,B,已出货未退款,已提现
59193,DD201708167493729243979641279,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/12/1 0:37,B,已出货未退款,已提现
59196,DD201708167493729330562501535,E43A6E078A04134,3.0,3.0,500ml康师傅冰糖雪梨,2017/12/1 1:28,B,已出货未退款,已提现
59199,DD2017081211552478F7A7A7FB858,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 2:14,B,已出货未退款,已提现
59202,DD201708167493729533250918005,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/12/1 2:43,B,已出货未退款,已提现
59203,DD201708167493729579284644659,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/12/1 3:32,B,已出货未退款,已提现
59209,DD201708167493729958419069609,E43A6E078A04134,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/12/1 5:10,B,已出货未退款,已提现
59212,DD201708121200218966EA6205382,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 6:01,B,已出货未退款,已提现
59217,DD201708167493730336791437995,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/12/1 7:14,B,已出货未退款,已提现
59222,DD201708167493730508356191548,E43A6E078A04134,0.6,0.6,10g卫龙亲嘴烧香辣味,2017/12/1 7:32,B,已出货未退款,已提现
59230,DD2017081212072456E8EBDE1E099,E43A6E078A04134,5.0,5.0,王老吉（500ml）,2017/12/1 7:39,B,已出货未退款,已提现
59232,DD201708167493730778877448852,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/12/1 7:40,B,已出货未退款,已提现
59240,DD201708167493731070979820432,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/12/1 8:09,B,已出货未退款,已提现
59243,DD201708167493749672284587695,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/12/1 8:24,B,已出货未退款,已提现
59244,DD20170812123124156099A6F856B,E43A6E078A04134,5.0,5.0,王老吉（500ml）,2017/12/1 8:24,B,已出货未退款,已提现
59247,DD201708167493731555379300448,E43A6E078A04134,3.0,3.0,12g劲仔小鱼卤香味,2017/12/1 9:01,B,已出货未退款,已提现
59255,DD201708167493731926331637887,E43A6E078A04134,2.0,2.0,85g新麦潮北海道吐司,2017/12/1 9:23,B,已出货未退款,已提现
59256,DD201708167493731988779568962,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/12/1 9:30,B,已出货未退款,已提现
59257,DD201708167493407977616159348,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/12/1 9:41,B,已出货未退款,已提现
59258,DD20170727142833677989C25545C,E43A6E078A04134,1.0,1.0,小鱼仔,2017/12/1 9:41,B,已出货未退款,已提现
59260,DD20170528122811442887912B790,E43A6E078A04134,1.5,1.5,小鱼仔,2017/12/1 9:46,B,已出货未退款,已提现
59264,DD201708167493749663554286638,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/12/1 10:01,B,已出货未退款,已提现
59265,DD2017052812295877A47647CCA95,E43A6E078A04134,3.5,3.5,熊字饼,2017/12/1 10:01,B,已出货未退款,已提现
59268,DD20170812130429116737E5D0AAF,E43A6E078A04134,5.0,5.0,王老吉（500ml）,2017/12/1 10:02,B,已出货未退款,已提现
59271,DD2017070517393944DE9B3CEB274,E43A6E078A04134,3.0,3.0,熊字饼,2017/12/1 10:06,B,已出货未退款,已提现
59273,DD2017070517340318EBEBA77AD5B,E43A6E078A04134,3.0,3.0,统一绿茶,2017/12/1 10:08,B,已出货未退款,已提现
59274,DD2017081213061717D22D66D0B88,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 10:09,B,已出货未退款,已提现
59278,DD201708167493732368148324543,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/12/1 10:18,B,已出货未退款,已提现
59282,DD201708167493732542264624398,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/12/1 10:33,B,已出货未退款,已提现
59289,DD20170705170001466DC5C3B17CB,E43A6E078A04134,3.0,3.0,伊利纯牛奶,2017/12/1 11:32,B,已出货未退款,已提现
59290,DD201707051556024783B91AB4250,E43A6E078A04134,4.0,4.0,营养快线,2017/12/1 11:37,B,已出货未退款,已提现
59293,DD2017070515550467CD0EBD1CC8A,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/12/1 11:58,B,已出货未退款,已提现
59297,DD2017081213251118E3C16B5F69C,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 12:04,B,已出货未退款,已提现
59300,DD201708167493515945089536275,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/12/1 12:06,B,已出货未退款,已提现
59301,DD20170812132544667663513091C,E43A6E078A04134,5.0,5.0,王老吉（500ml）,2017/12/1 12:06,B,已出货未退款,已提现
59303,DD2017081213455264ED1AF57D828,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 12:07,B,已出货未退款,已提现
59307,DD2017081213481112322B40F1177,E43A6E078A04134,5.0,5.0,营养快线,2017/12/1 12:10,B,已出货未退款,已提现
59311,DD201708121355421484237A1DFE6,E43A6E078A04134,5.0,5.0,营养快线,2017/12/1 12:11,B,已出货未退款,已提现
59314,DD201708121356585602353E54E71,E43A6E078A04134,4.0,4.0,统一冰红茶,2017/12/1 12:18,B,已出货未退款,已提现
59316,DD201708167493566219247674276,E43A6E078A04134,5.5,5.5,70g乐事薯片黄瓜味,2017/12/1 12:20,B,已出货未退款,已提现
59322,DD20170705144723547E24B954965,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/1 12:25,B,已出货未退款,已提现
59326,DD2017081214242727A97F4B008FC,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/12/1 12:31,B,已出货未退款,已提现
